COUNTY,NAME,EASTING,NORTHING,CAPTURE DATE,SPECIES COMMON NAME,CAPTURE METHOD NAME,ORIGIN
Halifax,LITTLE,"442,605","4,927,270",09/09/1974,White Perch,300 ft gill net,Natural Occurrence
Halifax,LITTLE,"442,605","4,927,270",09/09/1974,Brown Bullhead,300 ft gill net,Natural Occurrence
Halifax,LITTLE,"442,605","4,927,270",09/09/1974,White Sucker,300 ft gill net,Natural Occurrence
Halifax,LITTLE,"442,605","4,927,270",09/09/1974,Banded Killifish,300 ft gill net,Natural Occurrence
Halifax,LITTLE BEAVER,"519,616","4,998,610",08/10/1981,Brook Trout,100 ft gill net,Natural Occurrence
Halifax,LITTLE BEAVER,"519,616","4,998,610",08/10/1981,Brown Bullhead,100 ft gill net,Natural Occurrence
Halifax,LITTLE BEAVER,"519,616","4,998,610",08/10/1981,American Eel,100 ft gill net,Natural Occurrence
Halifax,LITTLE BEAVER,"519,616","4,998,610",08/10/1981,White Sucker,100 ft gill net,Natural Occurrence
Halifax,LITTLE BEAVER,"519,616","4,998,610",08/10/1981,Golden Shiner,100 ft gill net,Natural Occurrence
Halifax,LITTLE BEAVER,"519,616","4,998,610",08/10/1981,Nine Spine Stickleback,100 ft gill net,Natural Occurrence
Halifax,LIZARD,"437,235","4,946,080",07/17/1985,Brook Trout,100 ft gill net,Natural Occurrence
Halifax,LIZARD,"437,235","4,946,080",07/17/1985,American Eel,100 ft gill net,Natural Occurrence
Halifax,LONG,"449,172","4,941,310",05/02/2016,Smallmouth Bass,angling,Illegal Introduction
Halifax,LONG,"449,172","4,941,310",02/05/2016,Smallmouth Bass,angling,Illegal Introduction
Halifax,LONG,"449,172","4,941,310",09/06/1979,Brook Trout,unknown,Natural Occurrence
Halifax,LONG,"449,172","4,941,310",08/31/1971,Brook Trout,unknown,Natural Occurrence
Halifax,LONG,"449,172","4,941,310",08/31/1971,American Eel,unknown,Natural Occurrence
Halifax,LONG BRIDGE,"483,584","4,959,430",08/24/2017,White Perch,100 ft gill net,Unknown
Halifax,LONG BRIDGE,"483,584","4,959,430",08/24/2017,Alewife (Gaspereau),100 ft gill net,Natural Occurrence
Halifax,LONG BRIDGE,"483,584","4,959,430",08/24/2017,Smallmouth Bass,100 ft gill net,Unknown
Halifax,LONG BRIDGE,"483,584","4,959,430",08/24/2017,American Eel,100 ft gill net,Natural Occurrence
Halifax,LONG BRIDGE,"483,584","4,959,430",08/24/2017,Banded Killifish,visual observation,Unknown
Halifax,LONG BRIDGE,"483,584","4,959,430",08/24/2017,Yellow Perch,100 ft gill net,Unknown
Halifax,LONG BRIDGE,"483,584","4,959,430",08/29/1974,Brook Trout,300 ft gill net,Natural Occurrence
Halifax,LONG BRIDGE,"483,584","4,959,430",08/29/1974,American Eel,300 ft gill net,Natural Occurrence
Halifax,LONG BRIDGE,"483,584","4,959,430",08/29/1974,White Sucker,300 ft gill net,Natural Occurrence
Halifax,LONG BRIDGE,"483,584","4,959,430",08/29/1974,Alewife (Gaspereau),300 ft gill net,Natural Occurrence
Halifax,LOON,"510,831","4,974,920",07/30/1980,Brook Trout,100 ft gill net,Natural Occurrence
Halifax,LOON,"510,831","4,974,920",07/30/1980,Lake Chub,100 ft gill net,Natural Occurrence
Halifax,LOON,"510,831","4,974,920",07/13/1971,Brook Trout,visual observation,Natural Occurrence
Halifax,LOON,"510,831","4,974,920",07/13/1971,Smallmouth Bass,angling,Illegal Introduction
Halifax,LOON,"510,831","4,974,920",07/13/1971,American Eel,100 ft gill net,Natural Occurrence
Halifax,LOON,"510,831","4,974,920",07/13/1971,White Sucker,100 ft gill net,Natural Occurrence
Halifax,LOWER BEAVER,"518,544","4,984,950",07/09/1973,Yellow Perch,300 ft gill net,Natural Occurrence
Halifax,LOWER BEAVER,"518,544","4,984,950",07/09/1973,Brown Bullhead,300 ft gill net,Natural Occurrence
Halifax,LOWER BEAVER,"518,544","4,984,950",07/09/1973,White Sucker,300 ft gill net,Natural Occurrence
Halifax,LOWER BEAVER,"518,544","4,984,950",07/09/1973,Golden Shiner,300 ft gill net,Natural Occurrence
Halifax,LOWER BEAVER,"518,544","4,984,950",07/09/1973,Nine Spine Stickleback,seine net,Natural Occurrence
Halifax,LOWER EGMONT,"476,884","4,981,660",09/25/1984,Smallmouth Bass,unknown,Illegal Introduction
Halifax,LOWER EGMONT,"476,884","4,981,660",09/25/1984,White Perch,100 ft gill net,Natural Occurrence
Halifax,LOWER EGMONT,"476,884","4,981,660",09/25/1984,Yellow Perch,100 ft gill net,Natural Occurrence
Halifax,LOWER EGMONT,"476,884","4,981,660",09/25/1984,Brown Bullhead,100 ft gill net,Natural Occurrence
Halifax,LOWER EGMONT,"476,884","4,981,660",09/25/1984,American Eel,visual observation,Natural Occurrence
Halifax,LOWER EGMONT,"476,884","4,981,660",09/25/1984,White Sucker,100 ft gill net,Natural Occurrence
Halifax,MAJOR,"460,634","4,954,880",08/15/1984,Brook Trout,100 ft gill net,Natural Occurrence
Halifax,MAJOR,"460,634","4,954,880",08/15/1984,American Eel,100 ft gill net,Natural Occurrence
Halifax,MARTIN,"469,020","4,954,470",08/15/1974,Brook Trout,300 ft gill net,Natural Occurrence
Halifax,MARTIN,"469,020","4,954,470",08/15/1974,Brown Bullhead,300 ft gill net,Natural Occurrence
Halifax,MARTIN,"469,020","4,954,470",08/15/1974,American Eel,300 ft gill net,Natural Occurrence
Halifax,MARTIN,"469,020","4,954,470",08/15/1974,White Sucker,300 ft gill net,Natural Occurrence
Halifax,MARTIN,"469,020","4,954,470",08/15/1974,Banded Killifish,seine net,Natural Occurrence
Halifax,MARTIN,"469,020","4,954,470",08/15/1974,Alewife (Gaspereau),seine net,Natural Occurrence
Halifax,MAYNARD,"456,209","4,946,500",08/04/1971,Brook Trout,unknown,Natural Occurrence
Halifax,MAYNARD,"456,209","4,946,500",08/04/1971,Smallmouth Bass,unknown,Illegal Introduction
Halifax,MAYNARD,"456,209","4,946,500",08/04/1971,Yellow Perch,unknown,Natural Occurrence
Halifax,MAYNARD,"456,209","4,946,500",01/01/1965,Smallmouth Bass,unknown,Illegal Introduction
Halifax,MCCABE,"440,409","4,958,460",01/01/1990,Smallmouth Bass,unknown,Illegal Introduction
Halifax,MCCABE,"440,409","4,958,460",08/01/1984,Brook Trout,unknown,Natural Occurrence
Halifax,MCCABE,"440,409","4,958,460",08/01/1984,Yellow Perch,unknown,Natural Occurrence
Halifax,MCCABE,"440,409","4,958,460",08/01/1984,American Eel,unknown,Natural Occurrence
Halifax,MCCABE,"440,409","4,958,460",08/01/1984,White Sucker,unknown,Natural Occurrence
Halifax,MCGRATH,"443,269","4,933,000",07/24/1979,Brook Trout,100 ft gill net,Natural Occurrence
Halifax,MCGRATH,"443,269","4,933,000",07/24/1979,Golden Shiner,100 ft gill net,Natural Occurrence
Halifax,MCGRATH,"443,269","4,933,000",07/24/1979,Banded Killifish,100 ft gill net,Natural Occurrence
Halifax,MEISENERS,"423,349","4,944,530",08/14/1990,American Eel,unknown,Natural Occurrence
Halifax,MEISENERS,"423,349","4,944,530",08/14/1990,Banded Killifish,unknown,Natural Occurrence
Halifax,MEISENERS,"423,349","4,944,530",08/14/1990,Mummichog,unknown,Natural Occurrence
Halifax,MEISNER,"485,471","4,947,790",09/09/1974,White Perch,unknown,Natural Occurrence
Halifax,MEISNER,"485,471","4,947,790",09/09/1974,American Eel,unknown,Natural Occurrence
Halifax,MEISNER,"485,471","4,947,790",09/09/1974,Banded Killifish,unknown,Natural Occurrence
Halifax,MICMAC,"456,169","4,948,920",07/21/1971,Brook Trout,unknown,Natural Occurrence
Halifax,MICMAC,"456,169","4,948,920",07/21/1971,Smallmouth Bass,unknown,Illegal Introduction
Halifax,MICMAC,"456,169","4,948,920",07/21/1971,White Perch,unknown,Natural Occurrence
Halifax,MICMAC,"456,169","4,948,920",07/21/1971,White Sucker,unknown,Natural Occurrence
Halifax,MICMAC,"456,169","4,948,920",01/01/1944,Smallmouth Bass,unknown,Legal Introduction
Halifax,MILL,"557,530","4,981,350",07/22/1985,Brook Trout,visual observation,Natural Occurrence
Halifax,MILL,"557,530","4,981,350",07/22/1985,Yellow Perch,100 ft gill net,Natural Occurrence
Halifax,MILL,"557,530","4,981,350",07/22/1985,American Eel,100 ft gill net,Natural Occurrence
Halifax,MILL,"557,530","4,981,350",07/22/1985,White Sucker,100 ft gill net,Natural Occurrence
Halifax,MILL,"557,530","4,981,350",09/10/1973,Brook Trout,300 ft gill net,Natural Occurrence
Halifax,MILL,"557,530","4,981,350",09/10/1973,White Sucker,300 ft gill net,Natural Occurrence
Halifax,MILL,"557,530","4,981,350",09/10/1973,Banded Killifish,300 ft gill net,Natural Occurrence
Halifax,MILLER,"453,071","4,962,700",01/01/1996,Smallmouth Bass,unknown,Illegal Introduction
Halifax,MILLER,"453,071","4,962,700",06/20/1983,Brook Trout,unknown,Natural Occurrence
Halifax,MILLER,"453,071","4,962,700",06/20/1983,Yellow Perch,unknown,Natural Occurrence
Halifax,MILLER,"453,071","4,962,700",06/20/1983,American Eel,unknown,Natural Occurrence
Halifax,MILLER,"453,071","4,962,700",06/20/1983,White Sucker,unknown,Natural Occurrence
Halifax,MILLER,"453,071","4,962,700",06/20/1983,Banded Killifish,unknown,Natural Occurrence
Halifax,MOODY,"448,549","4,931,880",08/08/1979,Brook Trout,100 ft gill net,Natural Occurrence
Halifax,MOORE,"509,501","4,994,610",08/19/1988,Brook Trout,100 ft gill net,Natural Occurrence
Halifax,MOORE,"509,501","4,994,610",08/19/1988,Brown Bullhead,100 ft gill net,Natural Occurrence
Halifax,MOOSHORN,"442,946","4,931,560",07/23/1979,Brook Trout,100 ft gill net,Natural Occurrence
Halifax,MOOSHORN,"442,946","4,931,560",07/23/1979,Golden Shiner,100 ft gill net,Natural Occurrence
Halifax,MUDDY POND,"451,717","4,959,620",10/19/2010,Smallmouth Bass,angling,Illegal Introduction
Halifax,MUDDY POND,"451,717","4,959,620",10/03/2007,Brook Trout,100 ft gill net,Natural Occurrence
Halifax,MUDDY POND,"451,717","4,959,620",10/03/2007,White Sucker,100 ft gill net,Natural Occurrence
Halifax,MUDDY POND,"451,717","4,959,620",09/29/1983,Brook Trout,100 ft gill net,Natural Occurrence
Halifax,MUDDY POND,"451,717","4,959,620",09/29/1983,White Sucker,100 ft gill net,Natural Occurrence
Halifax,MURPHYS,"542,532","4,970,900",07/09/1973,Brook Trout,unknown,Natural Occurrence
Halifax,MUSHABOOM,"531,911","4,970,400",06/15/1973,Yellow Perch,300 ft gill net,Natural Occurrence
Halifax,MUSHABOOM,"531,911","4,970,400",06/15/1973,Golden Shiner,300 ft gill net,Natural Occurrence
Halifax,MUSKRAT,"504,614","4,956,180",08/10/1981,Brook Trout,unknown,Natural Occurrence
Halifax,MUSKRAT,"504,614","4,956,180",08/10/1981,Brown Bullhead,unknown,Natural Occurrence
Halifax,MUSKRAT,"504,614","4,956,180",08/10/1981,American Eel,unknown,Natural Occurrence
Halifax,MUSKRAT,"504,614","4,956,180",08/10/1981,White Sucker,unknown,Natural Occurrence
Halifax,MUSKRAT,"504,614","4,956,180",06/24/1975,Brook Trout,300 ft gill net,Natural Occurrence
Halifax,MUSKRAT,"504,614","4,956,180",06/24/1975,White Perch,300 ft gill net,Natural Occurrence
Halifax,MUSKRAT,"504,614","4,956,180",06/24/1975,White Sucker,300 ft gill net,Natural Occurrence
Halifax,MUSKRAT,"504,614","4,956,180",06/24/1975,Banded Killifish,300 ft gill net,Natural Occurrence
Halifax,NEWCOMBE,"515,505","4,961,750",08/11/1975,Brook Trout,300 ft gill net,Natural Occurrence
Halifax,NEWCOMBE,"515,505","4,961,750",08/11/1975,White Sucker,300 ft gill net,Natural Occurrence
Halifax,NEWCOMBE,"515,505","4,961,750",08/11/1975,Banded Killifish,300 ft gill net,Natural Occurrence
Halifax,NEWCOMBE,"515,505","4,961,750",08/11/1975,Alewife (Gaspereau),300 ft gill net,Natural Occurrence
Halifax,NEWCOMBES,"501,021","4,958,580",06/19/1975,Brook Trout,300 ft gill net,Natural Occurrence
Halifax,NEWCOMBES,"501,021","4,958,580",06/19/1975,White Perch,300 ft gill net,Natural Occurrence
Halifax,NEWCOMBES,"501,021","4,958,580",06/19/1975,White Sucker,300 ft gill net,Natural Occurrence
Halifax,NEWCOMBES,"501,021","4,958,580",06/19/1975,Golden Shiner,300 ft gill net,Natural Occurrence
Halifax,NEWCOMBES,"501,021","4,958,580",06/19/1975,Nine Spine Stickleback,300 ft gill net,Natural Occurrence
Halifax,NOWLIN,"549,914","4,980,690",07/13/1981,Brook Trout,100 ft gill net,Natural Occurrence
Halifax,NOWLIN,"549,914","4,980,690",07/13/1981,White Perch,100 ft gill net,Natural Occurrence
Halifax,NOWLIN,"549,914","4,980,690",07/13/1981,American Eel,100 ft gill net,Natural Occurrence
Halifax,NOWLIN,"549,914","4,980,690",07/13/1981,White Sucker,100 ft gill net,Natural Occurrence
Halifax,OATHILL,"456,376","4,946,870",07/21/2010,Smallmouth Bass,unknown,Illegal Introduction
Halifax,OATHILL,"456,376","4,946,870",01/01/1965,Smallmouth Bass,unknown,Illegal Introduction
Halifax,OTTER,"509,994","4,973,410",07/18/1978,Brook Trout,100 ft gill net,Natural Occurrence
Halifax,OTTER,"509,994","4,973,410",07/18/1978,White Sucker,100 ft gill net,Natural Occurrence
Halifax,OTTER,"509,994","4,973,410",07/02/1975,Brook Trout,100 ft gill net,Natural Occurrence
Halifax,OTTER,"509,994","4,973,410",07/02/1975,White Perch,100 ft gill net,Natural Occurrence
Halifax,OTTER,"509,994","4,973,410",07/02/1975,Yellow Perch,100 ft gill net,Natural Occurrence
Halifax,OTTER,"509,994","4,973,410",07/02/1975,American Eel,100 ft gill net,Natural Occurrence
Halifax,OTTER,"509,994","4,973,410",07/02/1975,White Sucker,100 ft gill net,Natural Occurrence
Halifax,OTTER,"509,994","4,973,410",07/02/1975,Lake Chub,100 ft gill net,Natural Occurrence
Halifax,OTTER,"509,994","4,973,410",07/02/1975,Golden Shiner,unknown,Natural Occurrence
Halifax,OTTER,"509,994","4,973,410",07/02/1975,Banded Killifish,unknown,Natural Occurrence
Halifax,OTTER,"509,994","4,973,410",08/04/1973,Brook Trout,100 ft gill net,Natural Occurrence
Halifax,OTTER,"509,994","4,973,410",08/04/1973,White Sucker,100 ft gill net,Natural Occurrence
Halifax,OTTER,"509,994","4,973,410",09/01/1971,American Eel,100 ft gill net,Natural Occurrence
Halifax,OTTER,"509,994","4,973,410",09/01/1971,Golden Shiner,100 ft gill net,Natural Occurrence
Halifax,OYSTER,"499,170","4,959,300",09/13/1974,White Perch,300 ft gill net,Natural Occurrence
Halifax,OYSTER,"499,170","4,959,300",09/13/1974,Golden Shiner,300 ft gill net,Natural Occurrence
Halifax,OYSTER,"499,170","4,959,300",09/13/1974,Banded Killifish,300 ft gill net,Natural Occurrence
Halifax,PACES,"483,143","4,962,210",09/07/1983,Brook Trout,100 ft gill net,Natural Occurrence
Halifax,PACES,"483,143","4,962,210",09/07/1983,American Eel,unknown,Natural Occurrence
Halifax,PACES,"483,143","4,962,210",09/07/1983,White Sucker,100 ft gill net,Natural Occurrence
Halifax,PACES,"483,143","4,962,210",09/07/1983,Banded Killifish,100 ft gill net,Natural Occurrence
Halifax,PACES,"483,143","4,962,210",09/09/1974,Brook Trout,100 ft gill net,Natural Occurrence
Halifax,PACES,"483,143","4,962,210",09/09/1974,White Sucker,100 ft gill net,Natural Occurrence
Halifax,PACES,"483,143","4,962,210",09/09/1974,Banded Killifish,100 ft gill net,Natural Occurrence
Halifax,PAPERMILL,"445,493","4,951,550",01/01/1997,Smallmouth Bass,unknown,Illegal Introduction
Halifax,PAPERMILL,"445,493","4,951,550",09/24/1971,Brook Trout,unknown,Natural Occurrence
Halifax,PAPERMILL,"445,493","4,951,550",09/24/1971,Brown Bullhead,unknown,Natural Occurrence
Halifax,PAPERMILL,"445,493","4,951,550",09/24/1971,American Eel,unknown,Natural Occurrence
Halifax,PAPERMILL,"445,493","4,951,550",09/24/1971,White Sucker,unknown,Natural Occurrence
Halifax,PAUL MORRIS,"550,564","4,977,190",07/13/1981,White Perch,100 ft gill net,Natural Occurrence
Halifax,PAUL MORRIS,"550,564","4,977,190",07/13/1981,American Eel,100 ft gill net,Natural Occurrence
Halifax,PAUL MORRIS,"550,564","4,977,190",07/13/1981,White Sucker,100 ft gill net,Natural Occurrence
Halifax,PAUL MORRIS,"550,564","4,977,190",07/13/1981,Lake Chub,100 ft gill net,Natural Occurrence
Halifax,PAUL MORRIS,"550,564","4,977,190",07/13/1981,Golden Shiner,100 ft gill net,Natural Occurrence
Halifax,PAUL MORRIS,"550,564","4,977,190",07/13/1981,Banded Killifish,100 ft gill net,Natural Occurrence
Halifax,PEARL,"506,254","4,966,390",07/29/1980,Brook Trout,100 ft gill net,Natural Occurrence
Halifax,PENHORN,"457,148","4,947,030",08/04/1971,Rainbow Trout,visual observation,Legal Introduction
Halifax,PENHORN,"457,148","4,947,030",08/04/1971,Brook Trout,300 ft gill net,Natural Occurrence
Halifax,PENHORN,"457,148","4,947,030",08/04/1971,Smallmouth Bass,300 ft gill net,Illegal Introduction
Halifax,PENHORN,"457,148","4,947,030",08/04/1971,American Eel,300 ft gill net,Natural Occurrence
Halifax,PENHORN,"457,148","4,947,030",08/04/1971,Banded Killifish,300 ft gill net,Natural Occurrence
Halifax,PENHORN,"457,148","4,947,030",01/01/1965,Smallmouth Bass,unknown,Illegal Introduction
Halifax,PETPESWICK,"484,911","4,956,920",08/24/1974,Brook Trout,300 ft gill net,Natural Occurrence
Halifax,PETPESWICK,"484,911","4,956,920",08/24/1974,White Perch,300 ft gill net,Natural Occurrence
Halifax,PETPESWICK,"484,911","4,956,920",08/24/1974,Brown Bullhead,300 ft gill net,Natural Occurrence
Halifax,PETPESWICK,"484,911","4,956,920",08/24/1974,White Sucker,300 ft gill net,Natural Occurrence
Halifax,PETPESWICK,"484,911","4,956,920",08/24/1974,Banded Killifish,300 ft gill net,Natural Occurrence
Halifax,PETPESWICK,"484,911","4,956,920",08/24/1974,Alewife (Gaspereau),300 ft gill net,Natural Occurrence
Halifax,PHILLIP,"513,526","4,976,250",06/30/1975,White Perch,300 ft gill net,Natural Occurrence
Halifax,PHILLIP,"513,526","4,976,250",06/30/1975,Brown Bullhead,300 ft gill net,Natural Occurrence
Halifax,PHILLIP,"513,526","4,976,250",06/30/1975,White Sucker,300 ft gill net,Natural Occurrence
Halifax,PHILLIP,"513,526","4,976,250",06/30/1975,Golden Shiner,300 ft gill net,Natural Occurrence
Halifax,PHILLIP,"513,526","4,976,250",06/30/1975,Banded Killifish,300 ft gill net,Natural Occurrence
Halifax,POCKWOCK,"433,688","4,961,140",06/01/1999,Yellow Perch,unknown,Natural Occurrence
Halifax,PORTERS,"475,275","4,951,100",10/19/1992,Brook Trout,100 ft gill net,Natural Occurrence
Halifax,PORTERS,"475,275","4,951,100",10/19/1992,Smallmouth Bass,100 ft gill net,Illegal Introduction
Halifax,PORTERS,"475,275","4,951,100",10/19/1992,White Perch,100 ft gill net,Natural Occurrence
Halifax,PORTERS,"475,275","4,951,100",10/19/1992,American Eel,visual observation,Natural Occurrence
Halifax,PORTERS,"475,275","4,951,100",10/19/1992,White Sucker,100 ft gill net,Natural Occurrence
Halifax,PORTERS,"475,275","4,951,100",10/19/1992,Golden Shiner,100 ft gill net,Natural Occurrence
Halifax,PORTERS,"475,275","4,951,100",10/19/1992,Alewife (Gaspereau),100 ft gill net,Natural Occurrence
Halifax,PORTERS,"475,275","4,951,100",09/13/1967,Brook Trout,100 ft gill net,Natural Occurrence
Halifax,PORTERS,"475,275","4,951,100",09/13/1967,Smallmouth Bass,100 ft gill net,Illegal Introduction
Halifax,PORTERS,"475,275","4,951,100",09/13/1967,White Perch,100 ft gill net,Natural Occurrence
Halifax,PORTERS,"475,275","4,951,100",09/13/1967,American Eel,visual observation,Natural Occurrence
Halifax,PORTERS,"475,275","4,951,100",09/13/1967,White Sucker,100 ft gill net,Natural Occurrence
Halifax,PORTERS,"475,275","4,951,100",09/13/1967,Golden Shiner,100 ft gill net,Natural Occurrence
Halifax,PORTERS,"475,275","4,951,100",09/13/1967,Banded Killifish,unknown,Natural Occurrence
Halifax,PORTERS,"475,275","4,951,100",09/13/1967,Alewife (Gaspereau),100 ft gill net,Natural Occurrence
Halifax,PORTUGUESE COVE,"456,899","4,930,380",08/23/1979,Brook Trout,300 ft gill net,Natural Occurrence
Halifax,PORTUGUESE COVE,"456,899","4,930,380",08/23/1979,American Eel,300 ft gill net,Natural Occurrence
Halifax,POT,"486,649","4,972,360",07/25/1978,Brown Bullhead,100 ft gill net,Natural Occurrence
Halifax,POT,"486,649","4,972,360",07/25/1978,American Eel,unknown,Natural Occurrence
Halifax,POT,"486,649","4,972,360",07/25/1978,White Sucker,100 ft gill net,Natural Occurrence
Halifax,POT,"486,649","4,972,360",07/25/1978,Fall Fish,100 ft gill net,Natural Occurrence
Halifax,POWDER MILL,"451,630","4,958,120",08/24/2011,Chain Pickerel,angler report,Illegal Introduction
Halifax,POWDER MILL,"451,630","4,958,120",10/03/2007,Brook Trout,300 ft gill net,Natural Occurrence
Halifax,POWDER MILL,"451,630","4,958,120",10/03/2007,Smallmouth Bass,300 ft gill net,Illegal Introduction
Halifax,POWDER MILL,"451,630","4,958,120",10/03/2007,White Perch,300 ft gill net,Natural Occurrence
Halifax,POWDER MILL,"451,630","4,958,120",10/03/2007,Yellow Perch,300 ft gill net,Natural Occurrence
Halifax,POWDER MILL,"451,630","4,958,120",10/03/2007,Chain Pickerel,angling,Illegal Introduction
Halifax,POWDER MILL,"451,630","4,958,120",10/03/2007,American Eel,300 ft gill net,Natural Occurrence
Halifax,POWDER MILL,"451,630","4,958,120",10/03/2007,White Sucker,300 ft gill net,Natural Occurrence
Halifax,POWDER MILL,"451,630","4,958,120",10/03/2007,Alewife (Gaspereau),300 ft gill net,Natural Occurrence
Halifax,POWDER MILL,"451,630","4,958,120",09/27/1983,Brook Trout,300 ft gill net,Natural Occurrence
Halifax,POWDER MILL,"451,630","4,958,120",09/27/1983,Smallmouth Bass,300 ft gill net,Illegal Introduction
Halifax,POWDER MILL,"451,630","4,958,120",09/27/1983,White Perch,300 ft gill net,Natural Occurrence
Halifax,POWDER MILL,"451,630","4,958,120",09/27/1983,Yellow Perch,300 ft gill net,Natural Occurrence
Halifax,POWDER MILL,"451,630","4,958,120",09/27/1983,American Eel,300 ft gill net,Natural Occurrence
Halifax,POWDER MILL,"451,630","4,958,120",09/27/1983,White Sucker,300 ft gill net,Natural Occurrence
Halifax,POWDER MILL,"451,630","4,958,120",09/27/1983,Alewife (Gaspereau),300 ft gill net,Natural Occurrence
Halifax,POWDER MILL,"451,630","4,958,120",08/20/1974,Brook Trout,300 ft gill net,Natural Occurrence
Halifax,POWDER MILL,"451,630","4,958,120",08/20/1974,Smallmouth Bass,300 ft gill net,Illegal Introduction
Halifax,POWDER MILL,"451,630","4,958,120",08/20/1974,White Perch,300 ft gill net,Natural Occurrence
Halifax,POWDER MILL,"451,630","4,958,120",08/20/1974,Yellow Perch,300 ft gill net,Natural Occurrence
Halifax,POWDER MILL,"451,630","4,958,120",08/20/1974,American Eel,300 ft gill net,Natural Occurrence
Halifax,POWDER MILL,"451,630","4,958,120",08/20/1974,White Sucker,300 ft gill net,Natural Occurrence
Halifax,POWDER MILL,"451,630","4,958,120",08/20/1974,Alewife (Gaspereau),300 ft gill net,Natural Occurrence
Halifax,POWDER MILL,"451,630","4,958,120",08/03/1971,Brook Trout,300 ft gill net,Natural Occurrence
Halifax,POWDER MILL,"451,630","4,958,120",08/03/1971,Smallmouth Bass,300 ft gill net,Illegal Introduction
Halifax,POWDER MILL,"451,630","4,958,120",08/03/1971,White Perch,300 ft gill net,Natural Occurrence
Halifax,POWDER MILL,"451,630","4,958,120",08/03/1971,Yellow Perch,300 ft gill net,Natural Occurrence
Halifax,POWDER MILL,"451,630","4,958,120",08/03/1971,American Eel,300 ft gill net,Natural Occurrence
Halifax,POWDER MILL,"451,630","4,958,120",08/03/1971,White Sucker,300 ft gill net,Natural Occurrence
Halifax,POWDER MILL,"451,630","4,958,120",08/03/1971,Alewife (Gaspereau),300 ft gill net,Natural Occurrence
Halifax,POWDER MILL,"451,630","4,958,120",01/01/1965,Smallmouth Bass,unknown,Illegal Introduction
Halifax,POWERS POND,"455,943","4,936,070",08/04/1981,American Eel,100 ft gill net,Natural Occurrence
Halifax,POWERS POND,"455,943","4,936,070",08/15/1979,American Eel,100 ft gill net,Natural Occurrence
Halifax,PUDDLE,"420,920","4,946,760",07/10/1985,Yellow Perch,seine net,Natural Occurrence
Halifax,PUDDLE,"420,920","4,946,760",07/10/1985,American Eel,seine net,Natural Occurrence
Halifax,PUG HOLE,"506,115","4,966,850",07/28/1980,Brook Trout,100 ft gill net,Natural Occurrence
Halifax,PUG HOLE,"506,115","4,966,850",07/28/1980,American Eel,100 ft gill net,Natural Occurrence
Halifax,QUODDY,"552,665","4,984,720",08/20/1981,White Sucker,100 ft gill net,Natural Occurrence
Halifax,QUODDY,"552,665","4,984,720",08/20/1981,Lake Chub,100 ft gill net,Natural Occurrence
Halifax,QUODDY,"552,665","4,984,720",08/20/1981,Golden Shiner,100 ft gill net,Natural Occurrence
Halifax,QUODDY,"552,665","4,984,720",08/20/1981,Nine Spine Stickleback,100 ft gill net,Natural Occurrence
Halifax,QUODDY,"552,665","4,984,720",08/20/1981,Banded Killifish,100 ft gill net,Natural Occurrence
Halifax,QUODDY,"552,665","4,984,720",08/20/1981,Alewife (Gaspereau),100 ft gill net,Natural Occurrence
Halifax,RIVER,"520,292","4,974,450",09/06/1973,White Perch,100 ft gill net,Natural Occurrence
Halifax,RIVER,"520,292","4,974,450",09/06/1973,Yellow Perch,100 ft gill net,Natural Occurrence
Halifax,RIVER,"520,292","4,974,450",09/06/1973,Brown Bullhead,100 ft gill net,Natural Occurrence
Halifax,RIVER,"520,292","4,974,450",09/06/1973,White Sucker,100 ft gill net,Natural Occurrence
Halifax,RIVER,"520,292","4,974,450",09/06/1973,Golden Shiner,100 ft gill net,Natural Occurrence
Halifax,RIVER,"520,292","4,974,450",09/06/1973,Nine Spine Stickleback,100 ft gill net,Natural Occurrence
Halifax,RIVER,"520,292","4,974,450",09/06/1973,Alewife (Gaspereau),100 ft gill net,Natural Occurrence
Halifax,RIVER,"520,292","4,974,450",06/17/1973,Yellow Perch,100 ft gill net,Natural Occurrence
Halifax,RIVER,"520,292","4,974,450",06/17/1973,Brown Bullhead,100 ft gill net,Natural Occurrence
Halifax,RIVER,"520,292","4,974,450",06/17/1973,American Eel,100 ft gill net,Natural Occurrence
Halifax,RIVER,"520,292","4,974,450",06/17/1973,White Sucker,100 ft gill net,Natural Occurrence
Halifax,RIVER,"520,292","4,974,450",06/17/1973,Golden Shiner,100 ft gill net,Natural Occurrence
Halifax,ROBISON,"466,427","4,949,240",07/12/1990,Brook Trout,visual observation,Natural Occurrence
Halifax,ROCKY,"462,420","4,973,250",07/23/1984,Smallmouth Bass,unknown,Illegal Introduction
Halifax,ROCKY,"462,420","4,973,250",07/23/1984,White Perch,unknown,Natural Occurrence
Halifax,ROCKY,"462,420","4,973,250",07/23/1984,American Eel,unknown,Natural Occurrence
Halifax,ROCKY,"462,420","4,973,250",07/23/1984,Banded Killifish,unknown,Natural Occurrence
Halifax,ROCKY,"462,420","4,973,250",01/01/1966,Smallmouth Bass,unknown,Illegal Introduction
Halifax,ROUND,"552,864","4,990,420",10/26/1983,Brook Trout,100 ft gill net,Natural Occurrence
Halifax,ROUND,"552,864","4,990,420",10/26/1983,White Sucker,100 ft gill net,Natural Occurrence
